Index	NumberPSM	Gene	MaxPepProb	Protein	Protein ID	Entry Name	Protein Description	Organism	Indistinguishable Proteins	ReferenceIntensity	_126	_127N	_127C	_128N	_128C	_129N	_129C	_130N	_130C	_131N	_131C	_132N	_132C	_133N	_133C	_134N
A0A075B6H7	4	IGKV3-7	0.9998	sp|A0A075B6H7|KV37_HUMAN	A0A075B6H7	KV37_HUMAN	Probable non-functional immunoglobulin kappa variable 3-7	Homo sapiens		25.38376352571196	25.20196588202335	25.39573377656025	25.432554990266958	26.057708518559	25.05397201795581	25.57649923944689	25.654689622926032	25.372953380998812	25.655014114590593	25.641848009637844	25.438830713881995	25.33300729104438	26.494479306774217	NA	25.306145351389556	25.4228452398167
A0A075B6H9	5	IGLV4-69	0.9995	sp|A0A075B6H9|LV469_HUMAN	A0A075B6H9	LV469_HUMAN	Immunoglobulin lambda variable 4-69	Homo sapiens		29.114428299321627	28.95035132023577	29.8228536427451	29.610027191013994	29.53702467405098	29.449657726264373	28.84859548023176	29.914246571794724	29.413200162312215	29.00431607405054	28.838772128307777	28.599188094958585	29.14620756036032	NA	NA	29.021534960899093	29.124262616101152
A0A075B6I0	3	IGLV8-61	0.9986	sp|A0A075B6I0|LV861_HUMAN	A0A075B6I0	LV861_HUMAN	Immunoglobulin lambda variable 8-61	Homo sapiens		27.35463869867424	27.53608824615042	28.54878480142118	26.580168985255895	27.43781912671062	27.431388125227823	26.839643125990968	27.268449959514292	26.57448718821763	28.215255788097686	26.57432326270649	26.75553897499498	NA	NA	NA	27.247007962758747	27.513668347468652
A0A075B6I1	1	IGLV4-60	0.9994	sp|A0A075B6I1|LV460_HUMAN	A0A075B6I1	LV460_HUMAN	Immunoglobulin lambda variable 4-60	Homo sapiens		20.860567192521735	21.13979921236661	NA	20.958662659547766	21.904179752459733	19.862787795900253	21.188803108927953	21.20104984289544	20.128850129261863	20.950643092287184	21.098258846498435	20.35880829356753	NA	NA	NA	20.800196153724325	20.690597405426644
A0A075B6J9	2	IGLV2-18	0.9964	sp|A0A075B6J9|LV218_HUMAN	A0A075B6J9	LV218_HUMAN	Immunoglobulin lambda variable 2-18	Homo sapiens		24.04607713423197	22.38769216499353	25.302123838965606	25.12897840711672	24.02297518677744	23.8929128743339	24.49497954829697	24.70157648350933	24.329613892275503	24.30966178998599	24.581850387353388	23.439945733546782	23.823502746312265	NA	23.728456902948512	24.20223425626111	24.294864555493955
A0A075B6K0	2	IGLV3-16	0.9937	sp|A0A075B6K0|LV316_HUMAN	A0A075B6K0	LV316_HUMAN	Immunoglobulin lambda variable 3-16	Homo sapiens		22.57674345804488	21.374834752781975	22.29616984527194	21.39597591285882	21.699732795685698	21.512931905717686	23.785535618955755	22.113697804880232	22.61187241156891	20.930097039790418	22.1490756713289	20.87885589021118	20.413969475771946	NA	NA	22.249994720963016	22.066219133981853
A0A075B6K4	4	IGLV3-10	0.9995	sp|A0A075B6K4|LV310_HUMAN	A0A075B6K4	LV310_HUMAN	Immunoglobulin lambda variable 3-10	Homo sapiens		27.998497920824303	26.585909117772005	28.457008031223605	28.20186076699569	28.978839545524462	28.011889795414778	28.37951622171814	29.006365518948517	27.891534854908674	27.360399794785423	28.683992820667033	26.538023156440453	26.12153905132335	NA	NA	28.024490771417547	27.94444472910339
A0A075B6K5	5	IGLV3-9	1.0	sp|A0A075B6K5|LV39_HUMAN	A0A075B6K5	LV39_HUMAN	Immunoglobulin lambda variable 3-9	Homo sapiens	sp|P80748|LV321_HUMAN	24.651917381035723	23.549648652420668	25.418040977762686	25.032541968699714	25.428521283354925	25.263707824930417	24.18359521167132	23.697147876583635	24.401364858029737	26.159460995021593	25.05440028837204	24.184263402676848	24.928402819706818	NA	NA	25.01377400584121	24.8022194977167
A0A075B6K6	2	IGLV4-3	0.9999	sp|A0A075B6K6|LV403_HUMAN	A0A075B6K6	LV403_HUMAN	Immunoglobulin lambda variable 4-3	Homo sapiens		22.181350644986477	22.950776585727144	21.228065758482987	22.263295150189784	21.716339235983526	22.60331978574541	21.59349148388539	22.36692931719629	22.19578962881922	22.304761695522366	22.938977795603062	21.10913079099448	21.507374055516895	NA	NA	22.786226644103085	21.909103436989945
A0A075B6Q5	2	IGHV3-64	0.9976	sp|A0A075B6Q5|HV364_HUMAN	A0A075B6Q5	HV364_HUMAN	Immunoglobulin heavy variable 3-64	Homo sapiens		24.914815658085836	22.967085272781105	24.685569707338583	25.01559039672412	24.560746519253275	26.87129029991802	24.278602966979246	25.503474139553997	24.098686739304718	25.03207542781161	25.6301908243796	24.779253964676517	24.096461499765283	NA	NA	25.049251398669224	24.38206205627417
A0A075B6R2	1	IGHV4-4	0.9989	sp|A0A075B6R2|HV404_HUMAN	A0A075B6R2	HV404_HUMAN	Immunoglobulin heavy variable 4-4	Homo sapiens		21.30485762807502	20.35243452858967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A075B6R9	1	IGKV2D-24	0.9985	sp|A0A075B6R9|KVD24_HUMAN	A0A075B6R9	KVD24_HUMAN	Probable non-functional immunoglobulin kappa variable 2D-24	Homo sapiens	sp|A0A0C4DH68|KV224_HUMAN	21.359164781882882	22.017088468001216	21.265994540132077	22.443179029100474	21.696701458500858	20.8476772601061	20.690658550778878	21.86875704980098	21.011293030675013	21.217816365026756	21.13804697444722	21.78389872797978	20.570327285300117	NA	NA	21.064194502768114	21.241535663109033
A0A075B6S2	1	IGKV2D-29	0.9998	sp|A0A075B6S2|KVD29_HUMAN	A0A075B6S2	KVD29_HUMAN	Immunoglobulin kappa variable 2D-29	Homo sapiens	sp|A2NJV5|KV229_HUMAN	26.821347670600193	27.822331167744956	26.464473877496257	28.454719677543878	26.598546455792093	27.013837703549456	25.86468030722312	27.602912016938088	25.135935023241718	26.88785116157511	25.14384804510366	25.84977291411179	26.430317323191268	NA	26.07194324391244	27.18900127892659	27.27979234679596
A0A075B6S5	3	IGKV1-27	1.0	sp|A0A075B6S5|KV127_HUMAN	A0A075B6S5	KV127_HUMAN	Immunoglobulin kappa variable 1-27	Homo sapiens		25.915554433617018	25.600979800761735	26.112640532599357	27.08041227158148	26.00099818129691	25.749717571911596	25.514565733434544	26.190827191993662	26.023504445369923	26.498698530000798	26.430567593034283	25.38611417995961	25.45130790889942	NA	NA	25.74204505259831	25.37751500684593
A0A087WSY6	3	IGKV3D-15	0.9962	sp|A0A087WSY6|KVD15_HUMAN	A0A087WSY6	KVD15_HUMAN	Immunoglobulin kappa variable 3D-15	Homo sapiens		25.8839342601313	25.359578904343802	26.076201398592783	25.864148309900745	25.577484331479944	25.417885035831382	24.50493268992178	25.461122331899446	26.316724820034697	26.036490260579285	26.295571576931607	24.54114602929523	24.719269794303916	NA	25.484472405086063	25.247016247661037	25.704902484449555
A0A087WSZ0	1	IGKV1D-8	0.9998	sp|A0A087WSZ0|KVD08_HUMAN	A0A087WSZ0	KVD08_HUMAN	Immunoglobulin kappa variable 1D-8	Homo sapiens		17.80819784843415	16.068710496886407	19.312261756331694	18.156502620662952	17.065227629661724	17.72031073007894	18.86374773847537	17.711873211394305	18.03236248421397	18.752518279898766	18.440857699691566	17.750894113783367	17.618605632160573	NA	NA	17.073914713160402	17.285702632571162
A0A087WW87	4	IGKV2-40	1.0	sp|A0A087WW87|KV240_HUMAN	A0A087WW87	KV240_HUMAN	Immunoglobulin kappa variable 2-40	Homo sapiens	sp|P01614|KVD40_HUMAN	29.114194204351325	29.13930950874456	29.122724148263636	29.540840239445018	28.97425116885813	29.308124193545737	29.17301380165148	29.483778744691556	29.111342891948432	29.26805577433707	29.315028874325485	28.707764039754114	28.923867230020473	NA	NA	29.07824329227417	28.960456241509412
A0A0A0MS14	2	IGHV1-45	0.9983	sp|A0A0A0MS14|HV145_HUMAN	A0A0A0MS14	HV145_HUMAN	Immunoglobulin heavy variable 1-45	Homo sapiens		26.628487216917755	25.6760641174324	27.591026661008495	NA	NA	25.479583459440953	NA	NA	NA	27.28687394590401	27.45669005581986	NA	NA	NA	NA	NA	NA
A0A0A0MS15	4	IGHV3-49	1.0	sp|A0A0A0MS15|HV349_HUMAN	A0A0A0MS15	HV349_HUMAN	Immunoglobulin heavy variable 3-49	Homo sapiens		28.752420038829992	27.96389734900194	28.44839272704556	29.87845953494743	29.342389326880355	29.106234341859132	28.7656939048212	29.607397904313153	28.709710105724373	28.432273377959113	28.939725555950414	28.965216264317586	28.429158432484574	NA	NA	28.63015329533893	28.613634495042728
A0A0A0MT36	1	IGKV6D-21	0.9993	sp|A0A0A0MT36|KVD21_HUMAN	A0A0A0MT36	KVD21_HUMAN	Immunoglobulin kappa variable 6D-21	Homo sapiens	sp|A0A0C4DH26|KVD41_HUMAN	22.703150114824506	22.405888354586068	NA	NA	NA	23.589776321969016	NA	22.10999923682592	NA	NA	22.183101394007938	22.441053584895972	NA	NA	NA	NA	NA
A0A0A0MT89	1	IGKJ1	0.9953	sp|A0A0A0MT89|KJ01_HUMAN	A0A0A0MT89	KJ01_HUMAN	Immunoglobulin kappa joining 1	Homo sapiens		15.087149387489397	15.098869066046946	14.913214673779883	16.100484173880332	14.96394545978691	16.015708448218035	15.006448721938188	15.905559959307137	15.098386537434003	15.29620398877094	14.66290716522003	14.31804858902881	14.713715655872889	NA	NA	14.773200207291538	15.368502453877289
A0A0B4J1U3	4	IGLV1-36	0.9997	sp|A0A0B4J1U3|LV136_HUMAN	A0A0B4J1U3	LV136_HUMAN	Immunoglobulin lambda variable 1-36	Homo sapiens		21.116708865684913	20.437182320339755	21.20972129151705	21.887255122674805	21.27219237263532	20.81812130591149	20.721263362277252	21.993150622544903	20.95866847448544	21.20504611178792	21.752700486441963	20.018952233376726	18.883855470069314	NA	NA	21.04183989631662	21.157759206536273
A0A0B4J1V0	3	IGHV3-15	0.9998	sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	Immunoglobulin heavy variable 3-15	Homo sapiens		22.73321959056315	23.51374674928957	23.53882949266745	22.395423419869875	23.200381379081552	22.922244291468036	22.865853584856957	22.71293031678362	22.0143236131514	22.772019200208042	22.485780230407112	22.509383774872326	21.654042043127117	NA	19.326121287558653	22.49523660021709	22.471148845364564
A0A0B4J1V1	2	IGHV3-21	1.0	sp|A0A0B4J1V1|HV321_HUMAN	A0A0B4J1V1	HV321_HUMAN	Immunoglobulin heavy variable 3-21	Homo sapiens		19.879917177214004	20.239864931987874	20.6683270900601	19.873078306880164	21.5290407661295	20.034001730676078	19.2664514698564	19.31680561878105	18.934836685432746	19.984646884810513	18.8360435270481	18.760443594633724	17.633536201923953	NA	NA	18.34065587543296	18.83549218846144
A0A0B4J1V2	3	IGHV2-26	0.9998	sp|A0A0B4J1V2|HV226_HUMAN	A0A0B4J1V2	HV226_HUMAN	Immunoglobulin heavy variable 2-26	Homo sapiens		22.095711594366897	21.50990496189412	23.805188172235617	20.839312693813554	22.36282778265154	22.361258004482895	21.932507150367396	21.88431794813673	22.907931725556054	22.144741342422027	21.2590837298678	22.360378644276523	22.5479357120681	NA	NA	22.259005751550575	21.70977493501348
A0A0B4J1V6	5	IGHV3-73	0.9995	sp|A0A0B4J1V6|HV373_HUMAN	A0A0B4J1V6	HV373_HUMAN	Immunoglobulin heavy variable 3-73	Homo sapiens		25.497506753942464	25.307441064368145	25.698697334265045	26.70919786060959	25.152424019463588	26.137581653822505	25.07561326591093	25.63627570298686	25.503058465419812	25.576821411356914	25.8309063408201	25.51854374416864	25.06613811959113	24.67231124052615	NA	25.662080508111238	25.438144971918174
A0A0B4J1X5	1	IGHV3-74	0.9948	sp|A0A0B4J1X5|HV374_HUMAN	A0A0B4J1X5	HV374_HUMAN	Immunoglobulin heavy variable 3-74	Homo sapiens		23.196350497092112	22.680768476359585	23.090120565821064	23.983829335293994	24.298296439837433	23.093662081462142	22.87818727726753	23.484164242969477	23.228641491542717	24.040730981891425	23.460077305629728	23.04803562675397	23.126587118875253	NA	NA	23.25527716209896	23.28084359536008
A0A0B4J1X8	3	IGHV3-43	0.9997	sp|A0A0B4J1X8|HV343_HUMAN	A0A0B4J1X8	HV343_HUMAN	Immunoglobulin heavy variable 3-43	Homo sapiens		22.065468128852043	22.38307090302683	22.32469124669031	22.29706999596309	22.351681915936748	21.155475346987554	21.14856205101721	22.11556574467095	22.263270839342375	21.142502865185726	23.547817011225277	22.269788166519522	22.803412760996338	NA	24.587433617601228	21.594050664226934	21.549347445468708
A0A0B4J1Y8	2	IGLV9-49	0.9842	sp|A0A0B4J1Y8|LV949_HUMAN	A0A0B4J1Y8	LV949_HUMAN	Immunoglobulin lambda variable 9-49	Homo sapiens		25.456284040924032	25.76799454457274	23.369774515673154	26.053649957774965	25.49972376799357	26.029617701149512	25.896688456348432	26.473049963078065	25.0751783170384	25.87553404708057	25.715702901296126	24.86077272305451	24.20976449818887	NA	NA	25.03957434261469	24.951503027912036
A0A0B4J1Y9	3	IGHV3-72	0.9992	sp|A0A0B4J1Y9|HV372_HUMAN	A0A0B4J1Y9	HV372_HUMAN	Immunoglobulin heavy variable 3-72	Homo sapiens		26.449031505902123	26.11710727758659	26.59750245425091	26.478267890440662	26.5414371020769	25.81676160835216	26.10561979493651	27.59523795841409	26.51937302861584	26.94050742145408	27.065897258196127	26.136093380886393	26.73338402450536	NA	NA	26.619930916401696	26.80409268465006
A0A0B4J2D9	2	IGKV1D-13	0.9961	sp|A0A0B4J2D9|KVD13_HUMAN	A0A0B4J2D9	KVD13_HUMAN	Immunoglobulin kappa variable 1D-13	Homo sapiens	sp|P0DP09|KV113_HUMAN	20.860063740470377	18.66340618385298	19.758757553629515	18.744607259526806	22.20694122379229	NA	22.30248148403341	NA	19.868576423107225	NA	19.077303752001065	NA	19.903159641282034	NA	NA	19.766569272017183	20.285232957254358
A0A0C4DH24	2	IGKV6-21	0.9812	sp|A0A0C4DH24|KV621_HUMAN	A0A0C4DH24	KV621_HUMAN	Immunoglobulin kappa variable 6-21	Homo sapiens		23.39510752477635	22.877926001204443	NA	23.126943108317054	23.651393933777147	NA	23.05600470929304	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.72704325663835
A0A0C4DH25	3	IGKV3D-20	0.9991	sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	Immunoglobulin kappa variable 3D-20	Homo sapiens		27.17345886741839	27.707352111016498	27.152131042765014	27.362177673289263	27.82066995280534	27.450387328957785	27.11223749517755	27.708243878713144	27.329646424428574	27.163389851292727	26.969329343337442	26.69208141143333	27.15310294048075	NA	27.861268625769252	26.87336889836982	26.755660414241415
A0A0C4DH29	5	IGHV1-3	1.0	sp|A0A0C4DH29|HV103_HUMAN	A0A0C4DH29	HV103_HUMAN	Immunoglobulin heavy variable 1-3	Homo sapiens		25.213462401280502	24.93113037839812	25.579977809258217	26.254612961922117	25.11434573691787	25.992133052870123	25.313870672830305	25.779986652267112	24.600598882493152	25.473490175472133	25.248531647657646	25.41482353243073	24.5807881349903	NA	NA	25.038433807313023	25.08138391356551
A0A0C4DH31	6	IGHV1-18	0.9988	sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	Immunoglobulin heavy variable 1-18	Homo sapiens		29.657727414705157	29.400305640101266	29.82984055016813	29.561383496282108	30.07150053688039	29.931361296758126	29.591609743053404	29.981732306349056	29.89301410832497	29.460832347267395	30.841699108605503	29.364157290772322	29.718187996064113	29.5238191674327	NA	29.563846521502164	29.5545538871818
A0A0C4DH32	2	IGHV3-20	1.0	sp|A0A0C4DH32|HV320_HUMAN	A0A0C4DH32	HV320_HUMAN	Immunoglobulin heavy variable 3-20	Homo sapiens		22.340057412071193	20.708744830872085	23.454517094994394	22.25447593737968	21.736546262868885	23.406955487200552	21.091764409279126	23.49212046406664	22.366094794416558	23.235868461246504	22.444458357335744	22.195408203533752	21.919390791216582	NA	NA	22.149372815037516	22.4788846523943
A0A0C4DH33	8	IGHV1-24	1.0	sp|A0A0C4DH33|HV124_HUMAN	A0A0C4DH33	HV124_HUMAN	Immunoglobulin heavy variable 1-24	Homo sapiens		23.355636514205415	22.793683281995683	23.300714125246575	23.47928958095841	22.75921728431732	24.24224734051681	23.68744705521537	23.57318724019085	23.2796224517825	23.899165143393404	23.652179350527803	23.62970458558073	22.27571983449315	NA	NA	22.91924586259299	23.201173492306708
A0A0C4DH34	8	IGHV4-28	0.9998	sp|A0A0C4DH34|HV428_HUMAN	A0A0C4DH34	HV428_HUMAN	Immunoglobulin heavy variable 4-28	Homo sapiens		25.44877152295008	25.62454533423232	25.151102862403985	26.289832127146212	26.723422931739297	25.445561121361216	25.20054757808165	25.58942001483138	25.31075966819233	25.351104534707947	26.103312244676697	24.836153568448896	25.395299646500877	25.14310439861611	NA	25.41806706194069	25.417190591043944
A0A0C4DH35	3	IGHV3-35	1.0	sp|A0A0C4DH35|HV335_HUMAN	A0A0C4DH35	HV335_HUMAN	Probable non-functional immunoglobulin heavy variable 3-35	Homo sapiens		27.888552402916584	27.591195538989297	28.11515907156986	27.741350889424595	28.677299760769834	28.02496163702229	28.14567022170708	28.469860202935884	28.075023396758205	27.685548459099827	28.148084438014745	27.127906413773314	28.273597544883334	NA	NA	27.874620816676313	28.0511129056278
A0A0C4DH36	3	IGHV3-38	0.9991	sp|A0A0C4DH36|HV338_HUMAN	A0A0C4DH36	HV338_HUMAN	Probable non-functional immunoglobulin heavy variable 3-38	Homo sapiens		23.61018905746809	23.746824668817116	23.32607121418393	23.810472376420226	24.446249769826757	23.553056270666676	23.128891562104087	24.14320148397047	23.97666056486375	23.998523868057667	23.664271878059594	23.482941870795443	22.727521984453592	NA	NA	23.48437565586521	23.358434276431993
A0A0C4DH38	14	IGHV5-51	1.0	sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	Immunoglobulin heavy variable 5-51	Homo sapiens		27.496398964211224	27.0936413997042	28.10223247853033	28.349010076385547	27.93311618707375	27.973348990950942	27.75404767151459	27.80679627796955	27.398719150337342	27.627186525818942	27.906697689866384	27.208943028363876	27.015804307607812	27.29208019437788	27.273463322394086	27.621469802608498	27.349728062674416
A0A0C4DH42	2	IGHV3-66	0.9982	sp|A0A0C4DH42|HV366_HUMAN	A0A0C4DH42	HV366_HUMAN	Immunoglobulin heavy variable 3-66	Homo sapiens	sp|P01767|HV353_HUMAN	20.111418108445733	20.34360637005036	20.056956096013412	19.804766670396248	20.47721262750797	20.998713616448114	19.639000746990064	19.247859953147895	19.75631602349088	20.62005378508227	20.223359069612453	20.377405800659027	NA	NA	NA	19.586878104898986	20.11944628759023
A0A0C4DH43	3	IGHV2-70D	1.0	sp|A0A0C4DH43|HV70D_HUMAN	A0A0C4DH43	HV70D_HUMAN	Immunoglobulin heavy variable 2-70D	Homo sapiens		23.82511542824339	23.098301864824112	24.15190320109189	23.547774533777638	24.5238174235975	24.468470955288176	23.802963811357184	19.878021374020232	23.99673856234426	24.45669627713756	24.25664859983324	23.43074850559763	24.338851330198985	NA	NA	23.96052371174163	24.010938480527553
A0A0J9YVY3	4	IGHV7-4-1	1.0	sp|A0A0J9YVY3|HV741_HUMAN	A0A0J9YVY3	HV741_HUMAN	Immunoglobulin heavy variable 7-4-1	Homo sapiens		24.991179561865234	23.47798353737846	25.7172487596075	23.979574304941575	24.304108078579745	24.751785709489795	25.97966887174525	24.898842966570903	24.99351979655509	24.167122129848316	25.78388193820807	25.117067462917056	24.379027666441992	NA	NA	24.26195741033662	24.516312170870698
A0A0J9YX35	5	IGHV3-64D	0.9998	sp|A0A0J9YX35|HV64D_HUMAN	A0A0J9YX35	HV64D_HUMAN	Immunoglobulin heavy variable 3-64D	Homo sapiens		28.45547904086802	28.524654302257048	28.2306643916631	28.356570014936622	29.005319183600072	28.397333778390042	28.545139129019443	28.5641811617357	28.40711120633879	28.38929186606844	28.240725045920655	27.36136092201671	27.762073621009634	NA	NA	28.120542271992605	28.126528358692344
A0A0J9YXX1	3	IGHV5-10-1	0.9386	sp|A0A0J9YXX1|HV5X1_HUMAN	A0A0J9YXX1	HV5X1_HUMAN	Immunoglobulin heavy variable 5-10-1	Homo sapiens		27.161880833036392	26.253112715783274	26.556807816866346	27.125305539464915	27.30349470553857	27.684767512618734	28.07832710272493	27.911973292426502	27.66541798206764	26.97573848766758	NA	25.239143048288724	26.1942398803285	NA	NA	26.902679826473218	27.139181455522294
A0M8Q6	1	IGLC7	0.9578	sp|A0M8Q6|IGLC7_HUMAN	A0M8Q6	IGLC7_HUMAN	Immunoglobulin lambda constant 7	Homo sapiens		19.875957996097473	19.73139797360049	19.813339292575456	20.404642803127658	20.061407175575624	20.31896563804925	19.474817389304278	19.878436191256387	20.84668824687111	20.27007204105213	20.334286299787234	20.324697907091494	19.21478521170219	NA	NA	19.894522572612402	19.622743245267614
A1L4H1	4	SSC5D	1.0	sp|A1L4H1|SRCRL_HUMAN	A1L4H1	SRCRL_HUMAN	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	Homo sapiens		22.591986362225196	23.42773591258118	22.882358072579787	22.480184432685146	22.08493790290397	22.448519612430808	22.207811238604062	22.351147960286337	22.285686716102056	22.793478852375117	22.29665456188162	21.951031925539812	23.22863589631848	NA	NA	21.902460875329492	22.71124532530731
A8K2U0	2	A2ML1	0.9969	sp|A8K2U0|A2ML1_HUMAN	A8K2U0	A2ML1_HUMAN	Alpha-2-macroglobulin-like protein 1	Homo sapiens		20.482415583265205	19.34314950807358	NA	19.879997131072287	20.173106582538466	20.372525026043903	19.667492243959554	19.82443139390712	NA	NA	19.80210609817186	NA	22.13863528802845	NA	NA	20.522622838666237	20.145989630767332
B9A064	6	IGLL5	1.0	sp|B9A064|IGLL5_HUMAN	B9A064	IGLL5_HUMAN	Immunoglobulin lambda-like polypeptide 5	Homo sapiens		29.904211524196292	29.94869919192679	30.22482706731253	30.215870066532496	30.724778575609154	29.90990565506547	30.26896571936665	30.077671283291696	30.243425122407583	30.112733025435453	30.017310236923695	29.626466854674383	29.418535251146	NA	NA	29.902530819061372	30.022060135533838
O00139	1	KIF2A	0.9981	sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	Kinesin-like protein KIF2A	Homo sapiens		19.57137156098132	20.39486831645427	18.595295546415553	19.913562715610027	18.440003056404187	18.072267316600776	20.18495839120475	19.898224190415718	18.86254695235623	19.823575750655795	18.213864426485912	21.53833370153437	18.022852794248564	19.454731993152322	20.0916597621212	19.62156001375046	19.68792614287745
O00151	6	PDLIM1	1.0	sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDZ and LIM domain protein 1	Homo sapiens		24.09417629816629	24.42375114508199	22.25238138597233	23.641623630233163	23.70698660607033	21.400226533834815	24.514933803862558	23.41367458369751	22.11646762983776	23.517961155722258	22.39282049990406	25.69404589446472	21.079432238460512	23.763629287545772	NA	23.762763154532646	24.157309714204704
O00161	2	SNAP23	1.0	sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	Synaptosomal-associated protein 23	Homo sapiens		20.96785860404383	21.425536143386285	18.84340734859265	20.675512193414203	19.761443088496716	NA	20.3679819307099	20.096384441186185	17.741227895824192	20.08662561990293	NA	22.4043229212861	NA	NA	NA	20.58800616242357	20.49777848148738
O00187	4	MASP2	0.9999	sp|O00187|MASP2_HUMAN	O00187	MASP2_HUMAN	Mannan-binding lectin serine protease 2	Homo sapiens		23.891299364515625	23.458066583521287	24.001196346190483	24.036860236527037	23.762919226053057	24.506417536067563	24.037287349020907	24.28063145591666	24.017210613149047	24.430538514696188	24.702163642971577	23.67060081873358	24.153356678342075	NA	24.099971005577142	24.069489021662275	23.896326205973853
O00194	3	RAB27B	0.9999	sp|O00194|RB27B_HUMAN	O00194	RB27B_HUMAN	Ras-related protein Rab-27B	Homo sapiens		21.901088531411798	22.493540923042616	20.707046441640554	21.853652531722833	19.630921133369274	19.824942192161142	22.51080759284437	21.631791904502627	20.95687717249118	21.901288313954534	21.010140322090606	23.873592644979908	18.59468439732266	22.53594008275449	22.419769381175314	22.061788900841485	22.200447058944896
O00233	1	PSMD9	0.9906	sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	26S proteasome non-ATPase regulatory subunit 9	Homo sapiens		19.189411002430877	18.903065063238216	NA	18.900714078968235	NA	19.340332077760774	18.93695875574032	NA	19.564540786495765	NA	NA	NA	NA	NA	NA	NA	NA
O00299	2	CLIC1	1.0	sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	Chloride intracellular channel protein 1	Homo sapiens		23.52604008550161	23.219070900129637	NA	NA	NA	NA	23.07080747308386	22.75528803274177	22.051695197139892	22.85277427465497	NA	23.907936204476865	NA	NA	NA	NA	NA
O00391	8	QSOX1	1.0	sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	Sulfhydryl oxidase 1	Homo sapiens		24.62831188978449	24.559902857528673	24.888596947017746	24.653956563757465	24.816631391191812	25.103875596002243	24.35036700734969	24.894142179565552	24.654920989100575	24.982028200048564	24.966484446618974	24.319781707522917	25.419336656200368	NA	NA	24.517604913066307	24.6293536885964
O00429	2	DNM1L	0.9929	sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	Dynamin-1-like protein	Homo sapiens		18.36808730030062	18.08941654697364	NA	18.1184393661666	NA	NA	17.944434744126134	17.58300308820448	NA	17.364377034755837	NA	19.426814462020072	16.421951950516426	NA	NA	17.810839955442294	17.887357071447447
O00468	1	AGRN	0.9757	sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	Agrin	Homo sapiens		16.44123468729585	16.483131469767848	16.97071210346172	16.256977148746707	NA	16.102122136132053	16.265913430611413	15.844156090015103	16.847589968425158	16.392355611217997	15.964278416997416	NA	17.610833338679814	NA	NA	17.072814936618354	16.490237081733618
O00533	5	CHL1	0.9999	sp|O00533|NCHL1_HUMAN	O00533	NCHL1_HUMAN	Neural cell adhesion molecule L1-like protein	Homo sapiens		21.71008290938671	21.3759346234086	21.43878563538944	21.727624124918798	21.8797314940624	22.343822328457573	21.56813448481664	22.034468210408832	22.565427644156305	21.88610891223098	21.864168813545312	21.250348755879777	22.15486927428846	NA	NA	21.753383118034485	21.879046209187955
O00602	1	FCN1	1.0	sp|O00602|FCN1_HUMAN	O00602	FCN1_HUMAN	Ficolin-1	Homo sapiens		21.26406357594479	21.376734374643334	22.03747196285832	21.717439678013875	21.908868282144287	21.533054925788782	21.237052202731203	21.141061915082304	21.86607988242411	20.84227933988182	20.999218158907883	20.524897949390024	21.770210899375677	NA	NA	21.19852013419615	21.323909276007665
O14498	1	ISLR	0.9818	sp|O14498|ISLR_HUMAN	O14498	ISLR_HUMAN	Immunoglobulin superfamily containing leucine-rich repeat protein	Homo sapiens		18.45251934101491	18.24354070792485	18.94749207361181	18.99484206307982	18.844576536447892	18.55789464182876	18.52783396609841	19.352407233014127	18.816106532320195	18.611612432794296	18.859287060227757	17.95244548521709	18.313669928769713	NA	NA	17.869580253557793	17.87605645713149
O14745	1	NHERF1	0.9952	sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	Homo sapiens		17.451092559615088	16.942126939113617	NA	NA	NA	NA	NA	16.86061761125366	17.14570827805183	NA	NA	17.748474434815346	NA	NA	NA	NA	NA
O14786	3	NRP1	0.9997	sp|O14786|NRP1_HUMAN	O14786	NRP1_HUMAN	Neuropilin-1	Homo sapiens		22.94550861077484	22.91434650053209	23.58044719020975	23.000205622018086	23.438451439251878	23.68070606089252	22.765835510160766	23.14254425099701	23.233547543761038	22.70165975286116	22.97099055696188	22.685300092230737	23.47438956425777	NA	NA	22.883444975055014	23.129955808802528
