Index	NumberPSM	Gene	MaxPepProb	Protein	Protein ID	Entry Name	Protein Description	Organism	Indistinguishable Proteins	ReferenceIntensity	_126	_127N	_127C	_128N	_128C	_129N	_129C	_130N	_130C	_131N	_131C	_132N	_132C	_133N	_133C	_134N
P01834	17	IGKC	1.0	sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	Immunoglobulin kappa constant	Homo sapiens		29.686648954648863	29.60127896065454	29.739006222695547	30.38722056387043	30.079016710272963	29.592045273828326	30.07218597765038	29.89947604710745	30.258599071223667	29.953820959666984	30.07077087533181	29.179317896911268	29.413519010479124	28.75101472356195	30.15391215372898	29.512209861479864	29.5646152688847
P01854	1	IGHE	1.0	sp|P01854|IGHE_HUMAN	P01854	IGHE_HUMAN	Immunoglobulin heavy constant epsilon	Homo sapiens		18.747561171828927	17.30454720463976	20.07467626238965	NA	18.939963062258602	NA	NA	NA	19.759296385562042	NA	18.37975066310663	NA	18.329959693247492	NA	NA	NA	NA
P01857	71	IGHG1	1.0	sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	Immunoglobulin heavy constant gamma 1	Homo sapiens		31.029994142958795	30.939512172018823	31.029051326320047	31.994563564339998	31.442801438673847	31.03810603790009	31.214140987900777	31.509153368099717	31.144098643643304	31.147371799812664	31.385262642769145	30.474552506499556	30.86278221425981	NA	31.354063133141505	30.973965956666525	30.95026355358442
P01859	17	IGHG2	1.0	sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	Immunoglobulin heavy constant gamma 2	Homo sapiens		29.67858383030108	29.473920851690075	29.823539598366064	29.819690056378505	30.481772701526364	29.783576202880948	29.578750989426304	30.66608473307061	29.74450648447566	29.97213581203285	29.992341508970842	28.74844717764141	29.026314688594308	NA	29.12950019918803	29.760196265381857	29.63388239950155
P01860	23	IGHG3	1.0	sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	Immunoglobulin heavy constant gamma 3	Homo sapiens		31.4154537631033	32.24626437334768	31.21477434087154	32.0155945292438	32.06434997840173	31.422991763848913	30.614717641126592	30.345759490502406	31.12405425844836	31.91884264425148	32.431790656135924	29.874982002018616	31.010537521849937	31.272301998968043	32.7156153592321	31.406428067335018	31.413882184051566
P01861	17	IGHG4	1.0	sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	Immunoglobulin heavy constant gamma 4	Homo sapiens		27.454468695786698	27.058187155631288	27.751728849596205	27.38161806781734	28.017079731972174	27.145448403974424	27.00935987325131	28.04702452079006	27.658072411383785	28.527342110836567	27.43127737204086	27.130670206044563	26.73688497204683	30.616228990323147	27.62100169680538	27.73147564617213	27.656489449728014
P01871	19	IGHM	1.0	sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	Immunoglobulin heavy constant mu	Homo sapiens		31.096269144075595	30.87287114276494	32.41712535340452	31.38317035078797	31.90979268439274	31.73649739132159	29.93503996432587	31.157847009419005	31.296417626309477	31.72763430072019	31.471411177216275	30.469820856908665	30.442971426479573	NA	31.31117155067527	31.144560395969243	31.16418702965223
P01876	31	IGHA1	1.0	sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	Immunoglobulin heavy constant alpha 1	Homo sapiens		30.389034043812213	30.049681482736347	30.49023686770495	27.97873361092993	30.869117653188678	29.535465451104102	31.050030956666085	30.519883052420145	31.4241911186153	30.682681916036167	30.682541365819862	30.53107168484572	30.628700450397282	29.5435036943952	NA	30.40999783262296	30.4359729141788
P01877	14	IGHA2	1.0	sp|P01877|IGHA2_HUMAN	P01877	IGHA2_HUMAN	Immunoglobulin heavy constant alpha 2	Homo sapiens		26.78263465636829	24.820992781656944	26.880783193838706	23.60765944880925	26.554470739392425	24.72168629614172	27.85879082415193	26.73819442789494	28.14391107868651	27.028124180484124	27.324159319273903	26.884113375694543	26.880802312602565	27.424725686712332	28.217710327481647	26.90383011441696	26.67277027390006
P01880	8	IGHD	1.0	sp|P01880|IGHD_HUMAN	P01880	IGHD_HUMAN	Immunoglobulin heavy constant delta	Homo sapiens		26.898733283114534	26.975175341372342	25.87812366359022	26.511688509430517	27.29232159273961	24.31790083328759	27.83320451956007	25.992672631880453	28.195579965508553	27.951138345242477	27.824144193885374	26.225603113967484	24.232945528599398	NA	NA	26.72636193723806	26.825915928768087
P01889	1	HLA-B	0.9999	sp|P01889|HLAB_HUMAN	P01889	HLAB_HUMAN	HLA class I histocompatibility antigen, B alpha chain	Homo sapiens		20.648679760097828	20.201100249617145	20.649368661249262	20.22977027889929	20.220659517894966	21.324711088515826	21.235576367801475	21.338024538575986	20.459116261894497	20.490146185328047	20.412782263742002	22.117403265202974	20.34015582796086	20.55170281478429	NA	20.83746248640314	20.856415072003642
P01893	1	HLA-H	0.9821	sp|P01893|HLAH_HUMAN	P01893	HLAH_HUMAN	Putative HLA class I histocompatibility antigen, alpha chain H	Homo sapiens		19.691056647734637	NA	15.31711778065815	15.891015527457327	NA	NA	14.83218762363785	15.973290647374565	NA	18.985124842834676	NA	22.876296771688455	16.257913284568023	19.889573360798448	18.450532437279346	19.35750495744338	18.990560458011302
P02042	5	HBD	1.0	sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	Hemoglobin subunit delta	Homo sapiens		26.088680343194945	26.19133217474285	25.877065251811857	25.83053392674416	26.182357399946717	25.565455406433347	26.14639643905729	26.151280469578815	26.363597607407744	26.30277109899184	26.776803228510193	26.36715614005986	26.61866806306966	26.03264655714552	NA	26.098695477583046	26.164849457947543
P02452	1	COL1A1	0.9999	sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	Collagen alpha-1(I) chain	Homo sapiens		19.165712513425003	NA	NA	NA	19.514029806016634	NA	18.332080257920097	19.48469322934147	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02462	1	COL4A1	0.9988	sp|P02462|CO4A1_HUMAN	P02462	CO4A1_HUMAN	Collagen alpha-1(IV) chain	Homo sapiens		17.728005516621586	16.94711804570582	17.9846623961131	NA	17.083324379332108	18.193848069803874	17.32746546249373	17.52800709414238	NA	NA	NA	NA	18.663936148669745	NA	NA	18.344119482147075	NA
P02533	12	KRT14	1.0	sp|P02533|K1C14_HUMAN	P02533	K1C14_HUMAN	Keratin, type I cytoskeletal 14	Homo sapiens		27.364083820320857	26.75712651811641	27.4257050745696	27.768243241113097	28.538463887907874	26.81624549486425	26.52199008665856	28.46281884188028	27.160802775363617	27.6112346352899	27.04302000505292	27.216269104981766	27.89310802004928	27.14763974874308	27.51474273733923	27.108606234880597	27.42746654670601
P02538	2	KRT6A	0.9962	sp|P02538|K2C6A_HUMAN	P02538	K2C6A_HUMAN	Keratin, type II cytoskeletal 6A	Homo sapiens		21.752081352081273	21.356346775136455	21.757580789236407	21.540781544063652	22.70031559861152	21.20777529115878	20.933911320848505	22.761386404766956	21.033218766797482	22.142441385179605	21.347788300548157	20.837102629133867	21.820301430650602	NA	NA	22.16820342748433	21.719442269459115
P02549	13	SPTA1	1.0	sp|P02549|SPTA1_HUMAN	P02549	SPTA1_HUMAN	Spectrin alpha chain, erythrocytic 1	Homo sapiens		22.176340554095294	22.692291079509705	20.93895623690817	22.225917310556614	22.06231744150129	21.376216588541613	22.0778116078934	22.512065983480284	22.232238441082032	21.745433749703505	22.23481742551012	22.472063352149352	22.04790883703226	NA	NA	22.05484796021788	22.250142606286598
P02647	28	APOA1	1.0	sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	Apolipoprotein A-I	Homo sapiens		30.583752458193366	30.340238990615482	30.690475523381135	30.42248709697145	31.153529369211878	30.96672981863115	30.768634660161307	30.704130604873342	31.144901301805664	30.581240202866063	31.048789518027892	30.381851602344007	31.033324011755965	30.849392970507417	31.027843240852636	30.671568774028056	30.66558947966862
P02649	19	APOE	1.0	sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	Apolipoprotein E	Homo sapiens		30.852470478793567	30.169569785174666	30.89625335156548	30.657014227415363	31.33547604210672	31.55365104081411	31.07627373722232	31.92263610590181	30.600034517819658	31.864909762020993	30.477218962210834	29.677695388333124	31.06475451608307	NA	30.554113837629217	30.932776838257933	30.92957492854649
P02652	5	APOA2	0.9996	sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	Apolipoprotein A-II	Homo sapiens		27.166162121954944	26.789494499797378	27.150025719725875	27.187928613522793	27.362460824548002	27.59189241240686	27.414662468677122	27.206086337787248	27.69622653525999	27.258324011645175	27.57756892005327	27.06603371407481	27.562248297032475	NA	NA	27.29362634387541	27.164085192148566
P02654	6	APOC1	0.9991	sp|P02654|APOC1_HUMAN	P02654	APOC1_HUMAN	Apolipoprotein C-I	Homo sapiens		27.826249549478973	27.88008688161107	27.688124003251207	27.729755943387335	28.315892874662026	28.152214822595337	28.062478690645314	28.270526086231232	28.076236967020552	28.55211460128935	27.731420844577205	27.459387803480528	27.593958033615603	NA	NA	27.617376298953786	27.816357855937614
P02655	6	APOC2	1.0	sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	Apolipoprotein C-II	Homo sapiens		30.588593019896738	31.067126757171486	29.967593270460558	30.93853664292869	30.56301411368214	30.601794238173312	31.314905712771694	31.226947482372545	29.767216270779766	31.42478602688925	29.997716564099917	29.926072791050995	29.62981397888681	NA	NA	30.406743991384868	30.449466111471633
P02656	12	APOC3	1.0	sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	Apolipoprotein C-III	Homo sapiens		30.59383676768122	31.21305171298565	30.075540185118236	30.73292746871316	30.76625823961388	31.138470498964526	31.09794902472364	31.10111264649998	30.264311288045974	31.2241518122868	30.3247822683286	29.868113109803247	30.05729025967403	NA	29.873569190866757	30.492130269644218	30.527166015198745
P02671	16	FGA	1.0	sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	Fibrinogen alpha chain	Homo sapiens		29.772008936511913	29.808198828330994	29.52942571662225	30.354502120850015	30.164789812424722	30.253123237658272	29.767546152968936	29.321182312073713	29.772008936511913	30.08935580183099	30.000474585774185	29.675886069978908	30.204987313261654	NA	32.28342222552782	29.94466889348201	29.83509201725668
P02675	25	FGB	1.0	sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	Fibrinogen beta chain	Homo sapiens		30.841063635889192	30.912716014198743	30.924492385504127	31.477316720717354	31.10802688951923	31.159050929271455	30.833263328736173	30.611014813018365	30.880424654460334	31.137448324799596	31.114859690050245	30.61439941062047	31.359424512855252	30.78827402264078	31.833361430149616	30.8738848643041	30.913982575806493
P02679	25	FGG	1.0	sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	Fibrinogen gamma chain	Homo sapiens		30.356352756677655	30.428646324066065	30.441462193238124	30.96840790180677	30.568065482698263	30.72560884580199	30.394296106696796	30.11050687366077	30.416995951943814	30.71171791907972	30.55638888748575	30.10164217539844	30.884868288342826	NA	29.793734097325736	30.42556071795088	30.347262037980382
P02730	7	SLC4A1	1.0	sp|P02730|B3AT_HUMAN	P02730	B3AT_HUMAN	Band 3 anion transport protein	Homo sapiens		24.949151113161946	25.754104523677444	23.48322886188519	25.255008642480735	24.38463835701582	24.297596719613203	24.796213662434358	25.41630435145205	25.209778985507533	24.45086317861197	25.13579308853477	25.197130673642658	24.91731724662576	25.352338958375608	NA	24.99382706612281	24.746552415519062
P02741	3	CRP	0.9986	sp|P02741|CRP_HUMAN	P02741	CRP_HUMAN	C-reactive protein	Homo sapiens		25.6343338714528	25.035146364480873	27.37343209638375	24.062964266277966	26.301837932611374	24.431736408872748	24.663298588033204	25.318755316992227	27.015548972354697	25.135504467919073	24.810869592197353	24.216351761968184	24.02913641971104	NA	NA	25.97352383402145	25.60847291877487
P02743	11	APCS	1.0	sp|P02743|SAMP_HUMAN	P02743	SAMP_HUMAN	Serum amyloid P-component	Homo sapiens		30.429112104287537	30.670384887538056	31.12536691764602	30.346996991820593	30.77828124578273	30.64288270736046	30.768337324136017	30.77302581071711	30.62781937004988	31.104067964232872	30.47693524528785	30.186047063679055	29.596865945548483	NA	30.021698865780184	30.50736220669571	30.256062049521763
P02745	2	C1QA	0.9982	sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	Complement C1q subcomponent subunit A	Homo sapiens		25.527091474782555	25.25214308520302	26.29094674233839	25.717467056444704	24.87510902770786	25.890164231547452	25.561402753146854	25.611491365975542	25.7570815887191	26.05051674695043	25.953614441340843	24.98020740322431	26.055450711913284	NA	NA	25.62871480725921	25.823726913602787
P02746	9	C1QB	1.0	sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	Complement C1q subcomponent subunit B	Homo sapiens		29.646585585607475	29.385420422053297	30.426577130345457	29.835239631898133	29.784957326423374	30.264477648759065	29.665100429515178	29.522931807378857	29.890641493357908	30.061452025420884	30.291464911537144	29.268354314987565	30.200899632952435	NA	29.335780042205457	29.650309057129096	29.541582196402462
P02747	5	C1QC	1.0	sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	Complement C1q subcomponent subunit C	Homo sapiens		29.432823569734452	29.115585417926113	30.038337688939674	29.740733457851277	29.65391235703163	30.323117027429024	29.247380876156246	29.44223686150098	29.377473762022053	29.632553108174847	29.76788763131825	29.155263871515572	29.513841690664666	NA	NA	29.53762802166648	29.593584269162573
P02748	24	C9	1.0	sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	Complement component C9	Homo sapiens		29.170931648850658	29.19935981331216	30.283238140886983	29.375025680855117	29.581201114265298	29.299103194080107	29.403850716878008	28.94777605601136	29.666224144181736	29.2628087791733	29.401796163258307	28.891572886127268	28.853053423216558	NA	NA	29.174082219563434	29.170543810961327
P02749	18	APOH	1.0	sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	Beta-2-glycoprotein 1	Homo sapiens		29.88454976600896	29.86675000418329	30.034643403314586	30.18393994908808	30.252967228377628	30.277674687762477	30.03674798550662	29.951907390879313	30.112862581145134	30.105234658709378	30.21702450898286	29.68092075549067	30.171411588740117	NA	31.699668147693718	29.882709632145705	29.73329013302706
P02750	11	LRG1	1.0	sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	Leucine-rich alpha-2-glycoprotein	Homo sapiens		28.553220840845057	28.244595634781387	29.622466626645416	28.340920676901565	29.266856925836684	29.37980827525835	28.69791161107604	28.294850362735787	29.465228872751194	28.193726329491902	28.692237718160897	27.957484199680078	28.478527408017634	NA	29.060673175739556	28.67218041599308	28.515805915237674
P02751	24	FN1	1.0	sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	Fibronectin	Homo sapiens		30.061340065614147	29.7034458088682	28.000553053727625	30.87166396183764	28.558343928151928	30.54779451171262	29.674127384311188	28.94488758670709	29.209866784002372	30.102120955472124	30.850480630964604	29.175876120718954	31.77072436483407	NA	31.796139971838624	30.384313218156816	30.412774253625713
P02753	15	RBP4	1.0	sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	Retinol-binding protein 4	Homo sapiens		28.640684035128146	28.698552238595436	28.854132664919742	28.993831597462687	28.83891048017707	29.041708728031715	28.944741184334646	28.71601665250134	29.039914636746072	28.81381575170347	29.068455191472694	28.372974156532276	28.870431158292593	27.698763540870114	28.985907995447636	28.687487783820448	28.63248536264095
P02760	17	AMBP	1.0	sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	Protein AMBP	Homo sapiens		30.07377468585344	29.910056887874298	30.601658516560356	30.00202339276293	30.36748535498101	30.249780107574672	30.255089670915474	29.829275050562554	30.708910656589882	30.352538364905442	30.468174273664935	29.900786596594017	30.3564252229488	NA	30.076259621304747	30.137293141701992	30.099899660551888
P02763	28	ORM1	1.0	sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	Alpha-1-acid glycoprotein 1	Homo sapiens		31.032222776740774	31.19788037495999	32.10761689458495	31.248677269656422	31.086350568703878	31.458026236563594	30.837924066643172	31.12004510541254	31.691895207189674	31.4053380806854	31.005924638808114	31.034037668208036	30.35934922398483	31.12167874722865	31.263614510402004	30.935864949047442	30.8978785640092
P02765	17	AHSG	1.0	sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	Alpha-2-HS-glycoprotein	Homo sapiens		30.708214359510716	30.600915353426714	30.294578478109404	30.776815094868283	30.723931421423558	31.15818461221037	30.630022243610654	31.025253134349644	31.021552629100132	31.045335429341876	31.03604021415864	30.26816881418464	31.439407752565593	NA	32.03241892573069	30.7041935753948	30.742663859964246
P02766	21	TTR	1.0	sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	Transthyretin	Homo sapiens		29.456623844613055	29.105259185081646	30.04106255183824	29.673789531335068	29.733683872162274	29.831569114286058	29.828278543421693	29.384352781959137	29.713573640327525	30.02616227495035	29.757814253770018	29.505419517363233	29.44844109758795	NA	29.205321650057183	29.500556376669877	29.281057918326642
P02768	43	ALB	1.0	sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	Albumin	Homo sapiens		31.29982172238757	31.25817137833497	31.54875082174714	31.362224118857107	31.55907058677883	31.651023684586143	31.496678235992693	31.159672228373456	31.95286397610402	31.597377573845485	31.691008096191545	30.929408122842734	31.461078724142155	30.63569119400346	31.58216896772137	31.363487377552183	31.330168186840538
P02774	32	GC	1.0	sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	Vitamin D-binding protein	Homo sapiens		31.505341665954223	31.202037144310424	32.06381957244213	31.656742383944977	31.953401720531815	32.00261895030313	31.78821333864439	31.61239005753086	31.82604073023779	31.830627789471002	31.87344278599001	31.057442550772315	31.793912982055176	31.021367732190242	32.02030645720761	31.598676613667315	31.5700547741491
P02775	1	PPBP	1.0	sp|P02775|CXCL7_HUMAN	P02775	CXCL7_HUMAN	Platelet basic protein	Homo sapiens		21.373991027894068	22.358200495026242	21.1803415221802	20.39987251081307	21.31575601900359	19.074590159929592	21.014014621610787	21.226834115646295	20.680442956785637	22.410815783794472	20.877153769079957	22.514466236618315	19.734233523324857	NA	NA	21.58694999465261	21.40006163757716
P02776	1	PF4	0.9198	sp|P02776|PLF4_HUMAN	P02776	PLF4_HUMAN	Platelet factor 4	Homo sapiens		17.070153296909837	17.958284778071935	15.939608145046959	16.866289314981504	17.1974976369594	15.700657871587834	16.670073146794117	16.41968330178616	16.789365435429605	17.911258109509493	16.563307890174165	18.389772825885444	15.954568852936244	NA	NA	17.336649426108554	16.863803843493972
P02786	10	TFRC	1.0	sp|P02786|TFR1_HUMAN	P02786	TFR1_HUMAN	Transferrin receptor protein 1	Homo sapiens		25.3875974886241	24.95233771305943	26.808462250253474	25.49733318820287	25.56026437458584	25.536211667760913	25.724569407399812	25.5824243564485	25.548849907602417	25.39381870264572	25.69293217079387	24.99637280511843	25.778943919067263	NA	NA	25.30953499717826	24.953267470557257
P02787	21	TF	1.0	sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	Serotransferrin	Homo sapiens		30.03885072915529	30.12682045405217	30.03522448936217	30.46785143463422	30.3890193410618	30.233653303259086	30.183015539243147	30.12709216416099	30.307578834125724	30.365919788975894	30.543799452384995	29.65711450500909	29.987108886037284	NA	NA	30.10158250064088	30.191489012516147
P02788	6	LTF	1.0	sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	Lactotransferrin	Homo sapiens		22.689820491825856	22.063375613429287	23.153260807219407	22.86931957861861	22.718368377670615	22.965103620667293	22.22480133071459	22.944530338060808	23.79703516165508	22.900543147759898	23.13042670548814	22.330704494277718	22.88663851856408	22.230377047118324	23.144875725381944	23.149397339172307	23.128187916950726
P02790	10	HPX	0.9999	sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	Hemopexin	Homo sapiens		29.680300851009005	29.595961442019366	30.377559578831146	29.970710700201906	29.947963041239966	30.181729597585527	29.446135146012676	29.755471599990052	29.87449015645756	29.86569734917135	30.095693757052977	29.622688781244058	29.836575366475323	NA	NA	29.77798877515732	29.68829857766493
P02792	1	FTL	1.0	sp|P02792|FRIL_HUMAN	P02792	FRIL_HUMAN	Ferritin light chain	Homo sapiens		20.117189381076546	19.17275280760103	20.042380883508066	20.06349836962384	19.390508375201403	21.41552461945873	20.38689591721812	18.672992130436434	19.63773811902869	20.77828937152279	20.732628808419747	19.8854715621232	21.995730364538638	NA	20.851230590292094	20.058132892955463	20.382140165978434
P02794	1	FTH1	0.9971	sp|P02794|FRIH_HUMAN	P02794	FRIH_HUMAN	Ferritin heavy chain	Homo sapiens		17.9065979713585	17.765163348943076	17.442669608254857	18.08433564962783	17.98445075809901	17.62313112216882	18.59556880726623	17.02328473431536	17.367820163367494	18.507289791509265	17.74096391936925	18.329633232218637	19.121392977054864	NA	NA	18.033012818772523	17.664313284867383
P03951	15	F11	0.9999	sp|P03951|FA11_HUMAN	P03951	FA11_HUMAN	Coagulation factor XI	Homo sapiens		27.286064546495822	27.680432550466033	27.41478227021802	27.43827489997189	27.406945820766992	27.547043008556333	27.73889084650839	27.114272229340447	27.379189315544643	27.89529691073659	27.64767175542989	26.385831833313695	26.95007905121203	29.547097823336756	30.770968894392514	27.16300353001509	27.26493406192385
P03952	22	KLKB1	1.0	sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	Plasma kallikrein	Homo sapiens		28.965969768311425	29.419604815695404	28.997247849866014	29.17654545568897	29.037244317367062	29.287022845541237	29.246513186346007	28.979719651206562	29.225158333155896	29.231443744504812	29.304152021348667	28.60157704945219	28.675359410936785	27.680701835095757	30.302247211860582	28.990338078896716	28.906371313880975
P03973	2	SLPI	0.9892	sp|P03973|SLPI_HUMAN	P03973	SLPI_HUMAN	Antileukoproteinase	Homo sapiens		20.2736871408219	20.17838803730475	20.170659594738147	20.650576577137432	20.674844795388204	20.020570902416566	19.82496560026216	20.636670490864418	20.83975720915776	20.731420925199807	20.248128839801094	19.645245497621392	20.029066136214652	NA	NA	20.654168667448182	20.966289582999725
P04003	24	C4BPA	1.0	sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	C4b-binding protein alpha chain	Homo sapiens		29.75301791863718	29.922059333896456	30.39557702618727	29.881057290308533	30.056072210144016	30.380501824249585	29.726248449486846	30.003863944108737	29.852122996740068	30.24352266050117	29.697280030639867	29.389705115563647	29.805329023506218	31.61375703684771	28.7965598469239	29.762847938774428	29.76763814843421
P04004	25	VTN	1.0	sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	Vitronectin	Homo sapiens		30.156843757451426	30.389761343157964	30.344663394882627	30.250491030994002	30.24540553680551	30.26990540949792	30.13929764007276	30.33660293836591	30.4239810910597	30.552222880683967	30.510595436023994	29.85088731184109	30.586594372080256	29.6525402903061	30.15435882200012	30.157026955794457	30.15146654159183
P04040	8	CAT	1.0	sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	Catalase	Homo sapiens		23.696030037145523	23.842291671066963	23.798221727538657	23.65137375265908	23.76267992741815	23.253658153990422	23.64089546961522	23.843940238954787	23.902112521578683	23.630652060022054	23.58421606604905	23.984834866747782	24.2675922385087	NA	25.199946719406654	23.665733583986505	23.905376101818742
P04062	1	GBA1	0.9987	sp|P04062|GBA1_HUMAN	P04062	GBA1_HUMAN	Lysosomal acid glucosylceramidase	Homo sapiens		18.025321813028334	17.90064528301266	16.051024303309774	18.50032641786752	17.965584924725313	18.02225518548599	18.089164737223474	17.933245594761157	17.960456049238207	17.88004916961478	18.51051404077335	17.99774380555587	19.522494219822583	NA	NA	17.835455490201774	18.03638038521384
P04066	3	FUCA1	0.9859	sp|P04066|FUCO_HUMAN	P04066	FUCO_HUMAN	Tissue alpha-L-fucosidase	Homo sapiens		21.89105138031856	20.284735553896404	NA	21.671357963365924	21.468201124899426	22.573603188041098	21.39848233073537	23.665136036133504	20.77650242631702	21.621135898782068	20.73860577328777	19.918523896849244	22.422193917619765	NA	NA	21.82826528824208	21.502695061928605
P04070	2	PROC	1.0	sp|P04070|PROC_HUMAN	P04070	PROC_HUMAN	Vitamin K-dependent protein C	Homo sapiens		23.456248457976177	23.45602390773664	24.00938570184996	23.5894672539055	23.277496357689365	24.01430839450855	23.81191629280624	23.397021388953902	23.946142161876978	24.000585121212026	23.462039117189267	22.859564746398725	23.538891311607543	NA	22.978542744525328	23.553017462566658	24.07399091011477
P04075	12	ALDOA	1.0	sp|P04075|ALDOA_HUMAN	P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A	Homo sapiens		25.96120384082403	26.88296799202372	26.01091541448563	25.657329539527762	24.765747606831795	25.160118032552944	26.124781578204313	26.05478953078453	25.396180530158635	25.246264929668484	25.05796149380802	27.21828289866509	24.88156507349139	NA	26.013417264580216	26.097434336572196	25.986963169645808
P04083	2	ANXA1	0.997	sp|P04083|ANXA1_HUMAN	P04083	ANXA1_HUMAN	Annexin A1	Homo sapiens		20.3068989385949	NA	21.462093611746866	NA	19.897771190283244	NA	18.152015497432753	19.011476512487864	22.556942666941566	19.44336204350206	19.466093332836387	19.21375949055334	18.414299274927657	NA	NA	19.645180502728078	19.37688181345012
P04114	36	APOB	1.0	sp|P04114|APOB_HUMAN	P04114	APOB_HUMAN	Apolipoprotein B-100	Homo sapiens		30.78842259633074	30.66125255325323	30.994018960046912	30.666358639679444	31.052114095172993	31.139756298591653	30.86727755160322	31.235547405697186	30.964292870023	31.618438670807887	31.034468373933667	30.39828228069224	30.966041990990863	NA	30.185808589523184	30.71122787003277	30.762594247419216
P04179	2	SOD2	0.9999	sp|P04179|SODM_HUMAN	P04179	SODM_HUMAN	Superoxide dismutase [Mn], mitochondrial	Homo sapiens		21.290205394366673	21.560022571993247	20.12982470953767	21.103908177205835	20.252302679264137	20.453702091315574	21.813312852357978	20.862785046695983	20.434029043581926	21.046911889311993	20.433594224916366	23.10028840184906	21.06878025533861	NA	NA	21.60295029213709	21.556165554986208
P04180	6	LCAT	1.0	sp|P04180|LCAT_HUMAN	P04180	LCAT_HUMAN	Phosphatidylcholine-sterol acyltransferase	Homo sapiens		25.863639597321747	25.907629235182473	26.221327642105248	26.18421030604853	26.136808911886735	26.208353215922184	25.95196180159053	26.036771787667515	25.68065381245914	26.226739637224917	26.39888480193533	25.331149836837316	26.011711254771377	NA	25.80949043227176	25.722684804408466	25.960027918702536
P04196	22	HRG	1.0	sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	Histidine-rich glycoprotein	Homo sapiens		29.643974054498177	29.761750161914424	29.31865287414319	29.74100025014692	30.355100923316026	30.247841022901852	29.965655711465264	29.39585062409588	29.805730069094523	29.92613879646232	29.868656020069597	28.799382363357683	30.37935655131529	NA	29.680472989806383	29.755149035863095	29.647727282990118
P04217	23	A1BG	1.0	sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	Alpha-1B-glycoprotein	Homo sapiens		30.520751809289532	30.430383140154806	30.964893453521587	30.791947540503905	30.64967791702523	31.019480964237523	30.63880459293692	30.411903599103237	30.812734244388686	30.66115406661727	30.9119127720788	30.409466541478103	30.798855078499493	NA	29.87165226383785	30.583662263109478	30.52870103013298
P04264	33	KRT1	1.0	sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	Keratin, type II cytoskeletal 1	Homo sapiens		30.88286570224047	30.403498823075257	30.612336709047796	31.656103343843707	31.767088671138193	30.972562315029414	30.08838844781706	31.596268857927342	30.40250538116437	29.869606327152642	30.845780437530816	31.210509979999596	31.522064468788866	29.270588727476436	NA	30.95891091185032	30.96237694487817
P04275	27	VWF	1.0	sp|P04275|VWF_HUMAN	P04275	VWF_HUMAN	von Willebrand factor	Homo sapiens		26.319010633985158	25.366392721896514	25.32151008999671	26.652255847140516	25.281165578233445	27.340542553335997	26.852179410832328	25.33496202922963	25.27707989791726	25.556703507823862	25.71475894333641	26.204859965895153	27.62644337234233	26.115414582660772	26.77641252691709	26.819971960021814	26.78924248968548
